"duration_sec","start_time","end_time","start_station_id","start_station_name","start_station_latitude","start_station_longitude","end_station_id","end_station_name","end_station_latitude","end_station_longitude","bike_id","user_type","member_birth_year","member_gender"
404,"2018-01-30 06:35:57.9440","2018-01-30 06:42:42.8080",58,"Market St at 10th St",37.776619,-122.417385,21,"Montgomery St BART Station (Market St at 2nd St)",37.7896254,-122.400811,2886,"Subscriber",1978,"Male"
300,"2018-01-30 06:36:20.0490","2018-01-30 06:41:20.6360",22,"Howard St at Beale St",37.789756,-122.394643,45,"5th St at Howard St",37.781752,-122.405127,2510,"Subscriber",1988,"Male"
296,"2018-01-30 06:36:23.5330","2018-01-30 06:41:20.4640",22,"Howard St at Beale St",37.789756,-122.394643,45,"5th St at Howard St",37.781752,-122.405127,403,"Subscriber",1991,"Female"
439,"2018-01-30 06:33:38.8490","2018-01-30 06:40:58.6250",37,"2nd St at Folsom St",37.78499972833808,-122.39593561749642,324,"Union Square (Powell St at Post St)",37.788299978150825,-122.40853071212767,2822,"Subscriber",1971,"Male"
456,"2018-01-30 06:33:02.4550","2018-01-30 06:40:39.2970",24,"Spear St at Folsom St",37.7896767,-122.3904285,30,"San Francisco Caltrain (Townsend St at 4th St)",37.776598,-122.395282,364,"Subscriber",1988,"Male"
307,"2018-01-30 06:35:12.2800","2018-01-30 06:40:19.4400",86,"Market St at Dolores St",37.7693053,-122.4268256,43,"San Francisco Public Library (Grove St at Hyde St)",37.7787677,-122.4159292,3379,"Subscriber",1985,"Female"
405,"2018-01-30 06:32:21.0690","2018-01-30 06:39:06.2320",323,"Broadway at Kearny",37.79801364395978,-122.40595042705534,24,"Spear St at Folsom St",37.7896767,-122.3904285,3164,"Subscriber",1988,"Male"
669,"2018-01-30 06:26:47.5830","2018-01-30 06:37:56.6730",72,"Page St at Scott St",37.772406,-122.4356498,90,"Townsend St at 7th St",37.771058,-122.402717,2970,"Subscriber",1980,"Male"
234,"2018-01-30 06:33:03.0120","2018-01-30 06:36:57.9510",75,"Market St at Franklin St",37.7737932060887,-122.42123901844025,88,"11th St at Bryant St",37.7700298,-122.4117258,2167,"Subscriber",1987,"Male"
207,"2018-01-30 06:33:12.0490","2018-01-30 06:36:40.0230",235,"Union St at 10th St",37.8072393,-122.2893702,160,"West Oakland BART Station",37.8053183,-122.2948365,2154,"Subscriber",1975,"Male"
228,"2018-01-30 06:31:31.3630","2018-01-30 06:35:19.5030",15,"San Francisco Ferry Building (Harry Bridges Plaza)",37.795392,-122.394203,21,"Montgomery St BART Station (Market St at 2nd St)",37.7896254,-122.400811,2170,"Subscriber",1947,"Male"
555,"2018-01-30 06:23:04.0810","2018-01-30 06:32:19.1280",24,"Spear St at Folsom St",37.7896767,-122.3904285,93,"4th St at Mission Bay Blvd S",37.7704074,-122.3911984,1049,"Subscriber",1981,"Male"
951,"2018-01-30 06:14:40.1930","2018-01-30 06:30:31.1980",41,"Golden Gate Ave at Polk St",37.78127,-122.41874,80,"Townsend St at 5th St",37.7753058,-122.39738,3155,"Customer","",""
917,"2018-01-30 06:15:07.9410","2018-01-30 06:30:25.2840",74,"Laguna St at Hayes St",37.776434819204745,-122.42624402046204,17,"Embarcadero BART Station (Beale St at Market St)",37.792251,-122.397086,161,"Subscriber",1995,"Male"
900,"2018-01-30 06:14:51.0520","2018-01-30 06:29:51.7320",88,"11th St at Bryant St",37.7700298,-122.4117258,27,"Beale St at Harrison St",37.7880593,-122.3918648,3364,"Subscriber",1956,"Male"
277,"2018-01-30 06:23:31.3640","2018-01-30 06:28:08.5340",47,"4th St at Harrison St",37.78095459960753,-122.39974915981291,67,"San Francisco Caltrain Station 2  (Townsend St at 4th St)",37.7766392,-122.3955263,45,"Subscriber",1987,"Female"
345,"2018-01-30 06:21:47.3320","2018-01-30 06:27:32.9290",108,"16th St Mission BART",37.76471008581914,-122.41995692253113,76,"McCoppin St at Valencia St",37.77166246221617,-122.42242321372034,3716,"Subscriber",1981,"Male"
428,"2018-01-30 06:19:08.4620","2018-01-30 06:26:16.5150",15,"San Francisco Ferry Building (Harry Bridges Plaza)",37.795392,-122.394203,66,"3rd St at Townsend St",37.77874161153677,-122.39274082710836,46,"Subscriber",1967,"Male"
375,"2018-01-30 06:19:42.9880","2018-01-30 06:25:58.8240",15,"San Francisco Ferry Building (Harry Bridges Plaza)",37.795392,-122.394203,25,"Howard St at 2nd St",37.787521780456245,-122.39740490913391,2443,"Subscriber",1975,"Male"
451,"2018-01-30 06:18:20.2080","2018-01-30 06:25:51.6240",116,"Mississippi St at 17th St",37.7648022,-122.3947713,30,"San Francisco Caltrain (Townsend St at 4th St)",37.776598,-122.395282,1503,"Subscriber",1984,"Female"
716,"2018-01-30 06:13:17.8870","2018-01-30 06:25:14.8810",9,"Broadway at Battery St",37.79857210846256,-122.40086898207666,93,"4th St at Mission Bay Blvd S",37.7704074,-122.3911984,276,"Subscriber",1968,"Male"
267,"2018-01-30 06:20:24.1680","2018-01-30 06:24:51.4310",15,"San Francisco Ferry Building (Harry Bridges Plaza)",37.795392,-122.394203,9,"Broadway at Battery St",37.79857210846256,-122.40086898207666,2945,"Subscriber",1983,"Male"
308,"2018-01-30 06:17:44.8990","2018-01-30 06:22:53.8040",254,"Vine St at Shattuck Ave",37.88022244590679,-122.26959228515624,245,"Downtown Berkeley BART",37.8703477,-122.2677637,2511,"Subscriber",1992,"Female"
402,"2018-01-30 06:13:56.2290","2018-01-30 06:20:38.7550",222,"10th Ave at E 15th St",37.7927143,-122.2487796,201,"10th St at Fallon St",37.7976728,-122.2629973,3232,"Subscriber",1991,"Male"
336,"2018-01-30 06:14:28.9850","2018-01-30 06:20:05.2200",195,"Bay Pl at Vernon St",37.81231409135146,-122.26077854633331,182,"19th Street BART Station",37.8090126,-122.2682473,2126,"Subscriber",1970,"Male"
164,"2018-01-30 06:16:22.4340","2018-01-30 06:19:06.7770",90,"Townsend St at 7th St",37.771058,-122.402717,80,"Townsend St at 5th St",37.7753058,-122.39738,2929,"Subscriber",1988,"Female"
693,"2018-01-30 06:07:02.1850","2018-01-30 06:18:35.2050",16,"Steuart St at Market St",37.79413,-122.39443,90,"Townsend St at 7th St",37.771058,-122.402717,970,"Subscriber",1976,"Male"
1232,"2018-01-30 05:56:00.6980","2018-01-30 06:16:32.7270",130,"22nd St Caltrain Station",37.75736899005735,-122.3920565843582,16,"Steuart St at Market St",37.79413,-122.39443,2031,"Subscriber",1952,"Male"
578,"2018-01-30 06:05:44.7310","2018-01-30 06:15:23.2330",81,"Berry St at 4th St",37.77588,-122.39317,21,"Montgomery St BART Station (Market St at 2nd St)",37.7896254,-122.400811,2002,"Subscriber",1985,"Male"
499,"2018-01-30 06:06:40.4860","2018-01-30 06:14:59.9500",61,"Howard St at 8th St",37.7765126,-122.4113061,19,"Post St at Kearny St",37.788975,-122.403452,73,"Subscriber",1983,"Male"
207,"2018-01-30 06:10:16.9920","2018-01-30 06:13:44.1390",239,"Bancroft Way at Telegraph Ave",37.8688126,-122.258764,245,"Downtown Berkeley BART",37.8703477,-122.2677637,2573,"Subscriber",1993,"Male"
656,"2018-01-30 06:02:40.5750","2018-01-30 06:13:36.9010",30,"San Francisco Caltrain (Townsend St at 4th St)",37.776598,-122.395282,16,"Steuart St at Market St",37.79413,-122.39443,2011,"Subscriber",1963,"Male"
834,"2018-01-30 05:57:52.0600","2018-01-30 06:11:46.8030",3,"Powell St BART Station (Market St at 4th St)",37.78637526861584,-122.40490436553954,123,"Folsom St at 19th St",37.7605936,-122.4148171,571,"Subscriber",1980,"Female"
224,"2018-01-30 06:04:47.0870","2018-01-30 06:08:31.6810",62,"Victoria Manalo Draves Park",37.77779057034257,-122.40643188357353,64,"5th St at Brannan St",37.7767539,-122.3990176,813,"Subscriber",1991,"Male"
180,"2018-01-30 06:05:04.4340","2018-01-30 06:08:04.7910",192,"37th St at West St",37.8266962,-122.2717955,176,"MacArthur BART Station",37.82840997305853,-122.26631462574005,2921,"Subscriber",1986,"Male"
483,"2018-01-30 05:58:41.4620","2018-01-30 06:06:44.9680",114,"Rhode Island St at 17th St",37.7644783,-122.4025701,93,"4th St at Mission Bay Blvd S",37.7704074,-122.3911984,1888,"Customer",1995,"Female"
206,"2018-01-30 06:00:56.2460","2018-01-30 06:04:22.9170",56,"Koshland Park",37.77341396997343,-122.42731690406801,72,"Page St at Scott St",37.772406,-122.4356498,273,"Subscriber",1951,"Male"
159,"2018-01-30 06:01:35.4610","2018-01-30 06:04:14.4940",321,"5th at Folsom",37.78014570345598,-122.40307085237873,63,"Bryant St at 6th St",37.775910222333366,-122.40257500673577,63,"Subscriber",1986,"Male"
447,"2018-01-30 05:56:43.8710","2018-01-30 06:04:10.8900",98,"Valencia St at 16th St",37.765052,-122.4218661,58,"Market St at 10th St",37.776619,-122.417385,2886,"Subscriber",1983,"Male"
329,"2018-01-30 05:56:42.5630","2018-01-30 06:02:11.6070",108,"16th St Mission BART",37.76471008581914,-122.41995692253113,89,"Division St at Potrero Ave",37.76921786152374,-122.40764558315276,1369,"Customer",1994,"Female"
81,"2018-01-30 06:00:40.3290","2018-01-30 06:02:01.8610",58,"Market St at 10th St",37.776619,-122.417385,43,"San Francisco Public Library (Grove St at Hyde St)",37.7787677,-122.4159292,1063,"Subscriber",1985,"Male"
361,"2018-01-30 05:52:02.5610","2018-01-30 05:58:04.0770",15,"San Francisco Ferry Building (Harry Bridges Plaza)",37.795392,-122.394203,6,"The Embarcadero at Sansome St",37.80477,-122.403234,2611,"Subscriber",1992,"Female"
1581,"2018-01-30 05:31:33.6280","2018-01-30 05:57:54.8510",145,"29th St at Church St",37.7436839,-122.4268059,21,"Montgomery St BART Station (Market St at 2nd St)",37.7896254,-122.400811,189,"Subscriber",1970,"Male"
512,"2018-01-30 05:47:37.9630","2018-01-30 05:56:10.4270",183,"Telegraph Ave at 19th St",37.8087021,-122.2699271,181,"Grand Ave at Webster St",37.8113768,-122.2651925,3608,"Subscriber",1974,"Male"
405,"2018-01-30 05:48:17.7330","2018-01-30 05:55:03.1430",324,"Union Square (Powell St at Post St)",37.788299978150825,-122.40853071212767,30,"San Francisco Caltrain (Townsend St at 4th St)",37.776598,-122.395282,1994,"Subscriber",1991,"Male"
524,"2018-01-30 05:45:09.9920","2018-01-30 05:53:54.5560",324,"Union Square (Powell St at Post St)",37.788299978150825,-122.40853071212767,23,"The Embarcadero at Steuart St",37.791464,-122.391034,2904,"Subscriber",1982,"Female"
546,"2018-01-30 05:44:07.6080","2018-01-30 05:53:14.2460",41,"Golden Gate Ave at Polk St",37.78127,-122.41874,30,"San Francisco Caltrain (Townsend St at 4th St)",37.776598,-122.395282,3206,"Subscriber",1974,"Male"
786,"2018-01-30 05:37:07.8970","2018-01-30 05:50:14.3800",17,"Embarcadero BART Station (Beale St at Market St)",37.792251,-122.397086,93,"4th St at Mission Bay Blvd S",37.7704074,-122.3911984,772,"Subscriber",1992,"Male"
349,"2018-01-30 05:38:05.7990","2018-01-30 05:43:54.8810",43,"San Francisco Public Library (Grove St at Hyde St)",37.7787677,-122.4159292,90,"Townsend St at 7th St",37.771058,-122.402717,2486,"Subscriber",1971,"Male"
1768,"2018-01-30 05:13:29.9200","2018-01-30 05:42:57.9410",24,"Spear St at Folsom St",37.7896767,-122.3904285,24,"Spear St at Folsom St",37.7896767,-122.3904285,1049,"Subscriber",1962,"Male"
338,"2018-01-30 05:36:11.9370","2018-01-30 05:41:50.8130",77,"11th St at Natoma St",37.7735069,-122.4160402,223,"16th St Mission BART Station 2",37.7647652154977,-122.42009103298186,2148,"Subscriber",1991,"Male"
230,"2018-01-30 05:36:54.4230","2018-01-30 05:40:44.4690",191,"Market St at 40th St",37.8305452,-122.2739367,176,"MacArthur BART Station",37.82840997305853,-122.26631462574005,452,"Subscriber",1970,"Female"
2241,"2018-01-30 05:02:05.1910","2018-01-30 05:39:26.5850",177,"MacArthur Blvd at Telegraph Ave",37.8262863,-122.2651002,182,"19th Street BART Station",37.8090126,-122.2682473,1818,"Subscriber",1991,"Male"
222,"2018-01-30 05:33:00.0100","2018-01-30 05:36:42.2260",179,"Telegraph Ave at 27th St",37.816073115011406,-122.26788640022278,182,"19th Street BART Station",37.8090126,-122.2682473,3515,"Subscriber",1980,"Male"
314,"2018-01-30 05:27:27.0610","2018-01-30 05:32:41.3440",72,"Page St at Scott St",37.772406,-122.4356498,59,"S Van Ness Ave at Market St",37.774814,-122.418954,788,"Subscriber",1992,"Male"
178,"2018-01-30 05:28:40.7460","2018-01-30 05:31:39.1240",235,"Union St at 10th St",37.8072393,-122.2893702,160,"West Oakland BART Station",37.8053183,-122.2948365,975,"Subscriber",1969,"Male"
266,"2018-01-30 05:26:45.4300","2018-01-30 05:31:11.7820",210,"45th St at Manila",37.8332935222321,-122.25622415542603,176,"MacArthur BART Station",37.82840997305853,-122.26631462574005,1540,"Subscriber",1990,"Male"
357,"2018-01-30 05:22:57.3680","2018-01-30 05:28:55.1660",58,"Market St at 10th St",37.776619,-122.417385,3,"Powell St BART Station (Market St at 4th St)",37.78637526861584,-122.40490436553954,571,"Subscriber",1984,"Male"
208,"2018-01-30 05:16:20.1580","2018-01-30 05:19:48.7290",72,"Page St at Scott St",37.772406,-122.4356498,56,"Koshland Park",37.77341396997343,-122.42731690406801,273,"Subscriber",1951,"Male"
200,"2018-01-30 05:15:25.7100","2018-01-30 05:18:46.3460",64,"5th St at Brannan St",37.7767539,-122.3990176,67,"San Francisco Caltrain Station 2  (Townsend St at 4th St)",37.7766392,-122.3955263,3581,"Subscriber",1950,"Male"
206,"2018-01-30 05:08:09.2040","2018-01-30 05:11:35.9510",37,"2nd St at Folsom St",37.78499972833808,-122.39593561749642,21,"Montgomery St BART Station (Market St at 2nd St)",37.7896254,-122.400811,214,"Subscriber",1975,"Male"
2177,"2018-01-30 04:28:52.8160","2018-01-30 05:05:10.2000",144,"Precita Park",37.7472996,-122.4114029,17,"Embarcadero BART Station (Beale St at Market St)",37.792251,-122.397086,3371,"Subscriber",1975,"Male"
691,"2018-01-30 04:49:10.5440","2018-01-30 05:00:41.5870",44,"Civic Center/UN Plaza BART Station (Market St at McAllister St)",37.7810737,-122.4117382,49,"S Park St at 3rd St",37.7807601,-122.3949894,1167,"Subscriber",1980,"Male"
312,"2018-01-30 04:46:09.9510","2018-01-30 04:51:22.1290",133,"Valencia St at 22nd St",37.7552126,-122.4209752,129,"Harrison St at 20th St",37.758862,-122.412544,2766,"Subscriber",1958,"Male"
404,"2018-01-30 04:00:21.4730","2018-01-30 04:07:06.1260",266,"Parker St at Fulton St",37.8624644,-122.2647911,238,"MLK Jr Way at University Ave",37.8717192,-122.2730677,539,"Subscriber","",""
871,"2018-01-30 03:48:36.0760","2018-01-30 04:03:07.6780",5,"Powell St BART Station (Market St at 5th St)",37.783899357084934,-122.40844488143921,44,"Civic Center/UN Plaza BART Station (Market St at McAllister St)",37.7810737,-122.4117382,1167,"Subscriber",1959,"Male"
2240,"2018-01-30 03:05:37.1810","2018-01-30 03:42:57.9180",44,"Civic Center/UN Plaza BART Station (Market St at McAllister St)",37.7810737,-122.4117382,5,"Powell St BART Station (Market St at 5th St)",37.783899357084934,-122.40844488143921,1167,"Subscriber",1959,"Male"
1703,"2018-01-30 01:51:52.9510","2018-01-30 02:20:16.6260",265,"Ninth St at Parker St",37.8588682,-122.2912095,204,"55th St at Telegraph Ave",37.8401858,-122.2618225,1135,"Subscriber",1986,"Male"
521,"2018-01-30 01:36:43.8110","2018-01-30 01:45:25.4850",4,"Cyril Magnin St at Ellis St",37.78588062694133,-122.4089150084319,78,"Folsom St at 9th St",37.7737172,-122.4116467,1092,"Subscriber",1991,"Male"
1154,"2018-01-30 01:16:23.6200","2018-01-30 01:35:38.0420",85,"Church St at Duboce Ave",37.7700831,-122.4291557,132,"24th St at Chattanooga St",37.7518194,-122.4266139,1941,"Subscriber",1987,"Male"
1180,"2018-01-30 01:15:18.6670","2018-01-30 01:34:59.2260",317,"San Salvador St at 9th St",37.333955,-121.877349,276,"Julian St at The Alameda",37.3322326,-121.9125165,1438,"Subscriber",1998,"Male"
1010,"2018-01-30 01:00:59.4500","2018-01-30 01:17:49.5440",19,"Post St at Kearny St",37.788975,-122.403452,122,"19th St at Mission St",37.760299,-122.418892,3017,"Customer","",""
688,"2018-01-30 01:03:28.7680","2018-01-30 01:14:57.0060",5,"Powell St BART Station (Market St at 5th St)",37.783899357084934,-122.40844488143921,98,"Valencia St at 16th St",37.765052,-122.4218661,637,"Subscriber",1995,"Male"
683,"2018-01-30 01:03:33.0870","2018-01-30 01:14:56.8680",5,"Powell St BART Station (Market St at 5th St)",37.783899357084934,-122.40844488143921,98,"Valencia St at 16th St",37.765052,-122.4218661,1339,"Subscriber",1995,"Male"
904,"2018-01-30 00:56:31.5100","2018-01-30 01:11:36.3620",134,"Valencia St at 24th St",37.7524278,-122.4206278,4,"Cyril Magnin St at Ellis St",37.78588062694133,-122.4089150084319,3135,"Subscriber",1987,"Male"
1225,"2018-01-30 00:47:05.7050","2018-01-30 01:07:30.7570",74,"Laguna St at Hayes St",37.776434819204745,-122.42624402046204,139,"Garfield Square (25th St at Harrison St)",37.7510171,-122.4119009,3031,"Subscriber",1975,"Male"
720,"2018-01-30 00:44:52.8350","2018-01-30 00:56:53.8300",308,"San Pedro Square",37.336802,-121.8940901,297,"Locust St at Grant St",37.3229796,-121.8879312,55,"Subscriber",1976,"Female"
2914,"2018-01-30 00:03:39.1510","2018-01-30 00:52:13.6670",180,"Telegraph Ave at 23rd St",37.8126783,-122.2687726,181,"Grand Ave at Webster St",37.8113768,-122.2651925,3506,"Subscriber",1991,"Male"
149,"2018-01-30 00:46:04.6320","2018-01-30 00:48:34.0690",44,"Civic Center/UN Plaza BART Station (Market St at McAllister St)",37.7810737,-122.4117382,5,"Powell St BART Station (Market St at 5th St)",37.783899357084934,-122.40844488143921,3647,"Subscriber",1989,"Male"
407,"2018-01-30 00:40:20.6370","2018-01-30 00:47:07.7220",58,"Market St at 10th St",37.776619,-122.417385,62,"Victoria Manalo Draves Park",37.77779057034257,-122.40643188357353,1402,"Subscriber",1989,"Female"
505,"2018-01-30 00:31:55.5140","2018-01-30 00:40:20.8810",179,"Telegraph Ave at 27th St",37.816073115011406,-122.26788640022278,232,"MLK Jr Way at 14th St",37.8061628,-122.2760402,1985,"Subscriber",1990,"Male"
227,"2018-01-30 00:19:04.1540","2018-01-30 00:22:52.0800",248,"Telegraph Ave at Ashby Ave",37.8559558,-122.2597949,249,"Russell St at College Ave",37.8584732,-122.2532529,1251,"Subscriber",1989,"Male"
427,"2018-01-30 00:15:36.5850","2018-01-30 00:22:44.1310",79,"7th St at Brannan St",37.7734919,-122.4036725,99,"Folsom St at 15th St",37.7670373,-122.4154425,395,"Subscriber",1985,"Male"
1143,"2018-01-30 00:00:27.4790","2018-01-30 00:19:30.9460",95,"Sanchez St at 15th St",37.7662185,-122.4310597,17,"Embarcadero BART Station (Beale St at Market St)",37.792251,-122.397086,772,"Subscriber",1973,"Male"
248,"2018-01-30 00:14:07.5910","2018-01-30 00:18:16.3410",239,"Bancroft Way at Telegraph Ave",37.8688126,-122.258764,266,"Parker St at Fulton St",37.8624644,-122.2647911,2655,"Subscriber",1996,"Male"
641,"2018-01-30 00:06:01.4710","2018-01-30 00:16:43.2780",81,"Berry St at 4th St",37.77588,-122.39317,16,"Steuart St at Market St",37.79413,-122.39443,3123,"Subscriber",1980,"Male"
225,"2018-01-30 00:10:20.3580","2018-01-30 00:14:05.9810",122,"19th St at Mission St",37.760299,-122.418892,129,"Harrison St at 20th St",37.758862,-122.412544,658,"Subscriber",1988,"Male"
148,"2018-01-30 00:07:10.4020","2018-01-30 00:09:38.4530",243,"Bancroft Way at College Ave",37.8693603,-122.2543374,247,"Fulton St at Bancroft Way",37.8677892,-122.2658964,584,"Subscriber",1999,"Male"
196,"2018-01-30 00:03:49.3170","2018-01-30 00:07:05.4090",114,"Rhode Island St at 17th St",37.7644783,-122.4025701,90,"Townsend St at 7th St",37.771058,-122.402717,3037,"Subscriber",1986,"Male"
430,"2018-01-29 23:58:15.1240","2018-01-30 00:05:25.9070",58,"Market St at 10th St",37.776619,-122.417385,85,"Church St at Duboce Ave",37.7700831,-122.4291557,3168,"Subscriber",1985,"Male"
793,"2018-01-29 23:50:32.2250","2018-01-30 00:03:45.7180",241,"Ashby BART Station",37.8524766,-122.2702132,269,"Telegraph Ave at Carleton St",37.8623199,-122.258801,305,"Subscriber",1986,"Male"
1114,"2018-01-29 23:41:28.3930","2018-01-30 00:00:02.5180",16,"Steuart St at Market St",37.79413,-122.39443,115,"Jackson Playground",37.7650259,-122.3987734,992,"Subscriber",1989,"Male"
